File accession	File format	Output type	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample life stage	Biosample sex	Biosample organism	Biosample treatments	Biosample subcellular fraction term name	Biosample phase	Biosample synchronization stage	Experiment target	Antibody accession	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biosample Age	Biological replicate(s)	Technical replicate	Read length	Run type	Paired end	Paired with	Derived from	Size	Lab	md5sum	File download URL	Assembly	Platform
ENCFF000GAN	gtf	transcript quantifications	ENCSR000CPC	RNA-seq	EFO:0001187	HepG2	immortalized cell line	child	male	Homo sapiens		nucleus					polyadenylated mRNA	rRNA	see document	see document		2011-10-17	ENCODE												3647601	Thomas Gingeras, CSHL	ca7dd7e3616e0ef8a69fa0234a3d9c26	https://www.encodeproject.org/files/ENCFF000GAN/@@download/ENCFF000GAN.gtf.gz	hg19	
ENCFF000GAP	gtf	transcript quantifications	ENCSR000CPC	RNA-seq	EFO:0001187	HepG2	immortalized cell line	child	male	Homo sapiens		nucleus					polyadenylated mRNA	rRNA	see document	see document		2011-10-17	ENCODE												22411077	Thomas Gingeras, CSHL	7e0fb5c4bdbdf2332e3fc92796e29d2e	https://www.encodeproject.org/files/ENCFF000GAP/@@download/ENCFF000GAP.gtf.gz	hg19	
ENCFF000GAQ	gtf	transcript quantifications	ENCSR000CPC	RNA-seq	EFO:0001187	HepG2	immortalized cell line	child	male	Homo sapiens		nucleus					polyadenylated mRNA	rRNA	see document	see document		2011-10-17	ENCODE												5162239	Thomas Gingeras, CSHL	5118dcd4e7c0dcca6f33b6e4f4a39ae3	https://www.encodeproject.org/files/ENCFF000GAQ/@@download/ENCFF000GAQ.gtf.gz	hg19	
ENCFF000IPZ	gtf	exon quantifications	ENCSR000CPN	RNA-seq	EFO:0003072	SK-N-SH	immortalized cell line	child	female	Homo sapiens	all-trans-retinoic acid						polyadenylated mRNA	rRNA	see document	see document		2011-10-17	ENCODE												8150977	Thomas Gingeras, CSHL	db5b043f8f425ebf8f22d62735e22617	https://www.encodeproject.org/files/ENCFF000IPZ/@@download/ENCFF000IPZ.gtf.gz	hg19	
ENCFF000IQC	gtf	exon quantifications	ENCSR000CPN	RNA-seq	EFO:0003072	SK-N-SH	immortalized cell line	child	female	Homo sapiens	all-trans-retinoic acid						polyadenylated mRNA	rRNA	see document	see document		2011-10-17	ENCODE												19831978	Thomas Gingeras, CSHL	99e08ba11dbf2a6ca7e6a328e3da1c43	https://www.encodeproject.org/files/ENCFF000IQC/@@download/ENCFF000IQC.gtf.gz	hg19	
ENCFF000IQF	gtf	gene quantifications	ENCSR000CPN	RNA-seq	EFO:0003072	SK-N-SH	immortalized cell line	child	female	Homo sapiens	all-trans-retinoic acid						polyadenylated mRNA	rRNA	see document	see document		2011-10-17	ENCODE												2063617	Thomas Gingeras, CSHL	b2bce60357dca9a286371580150acc1a	https://www.encodeproject.org/files/ENCFF000IQF/@@download/ENCFF000IQF.gtf.gz	hg19	
ENCFF000IQH	gtf	gene quantifications	ENCSR000CPN	RNA-seq	EFO:0003072	SK-N-SH	immortalized cell line	child	female	Homo sapiens	all-trans-retinoic acid						polyadenylated mRNA	rRNA	see document	see document		2011-10-17	ENCODE												2137161	Thomas Gingeras, CSHL	b1119a031041ba214bdc10214d031e72	https://www.encodeproject.org/files/ENCFF000IQH/@@download/ENCFF000IQH.gtf.gz	hg19	
ENCFF000IQJ	gtf	gene quantifications	ENCSR000CPN	RNA-seq	EFO:0003072	SK-N-SH	immortalized cell line	child	female	Homo sapiens	all-trans-retinoic acid						polyadenylated mRNA	rRNA	see document	see document		2011-10-17	ENCODE												2134928	Thomas Gingeras, CSHL	4abe046dc78b3b988ee949ab1628de17	https://www.encodeproject.org/files/ENCFF000IQJ/@@download/ENCFF000IQJ.gtf.gz	hg19	
ENCFF000IQM	bigWig	minus strand signal	ENCSR000CPN	RNA-seq	EFO:0003072	SK-N-SH	immortalized cell line	child	female	Homo sapiens	all-trans-retinoic acid						polyadenylated mRNA	rRNA	see document	see document		2011-10-17	ENCODE		see document	>200	4 year	1	1						957271953	Thomas Gingeras, CSHL	250059784d71c423b9e6fa01f864b192	https://www.encodeproject.org/files/ENCFF000IQM/@@download/ENCFF000IQM.bigWig	hg19	
ENCFF000IQN	bigWig	minus strand signal	ENCSR000CPN	RNA-seq	EFO:0003072	SK-N-SH	immortalized cell line	child	female	Homo sapiens	all-trans-retinoic acid						polyadenylated mRNA	rRNA	see document	see document		2011-10-17	ENCODE		see document	>200	4 year	2	1						864120703	Thomas Gingeras, CSHL	f55bd95896ae0058f7bcc00fcf0770c6	https://www.encodeproject.org/files/ENCFF000IQN/@@download/ENCFF000IQN.bigWig	hg19	
ENCFF000IQP	bigWig	plus strand signal	ENCSR000CPN	RNA-seq	EFO:0003072	SK-N-SH	immortalized cell line	child	female	Homo sapiens	all-trans-retinoic acid						polyadenylated mRNA	rRNA	see document	see document		2011-10-17	ENCODE		see document	>200	4 year	1	1						983330414	Thomas Gingeras, CSHL	753de84bc84697c4ba819a206455186f	https://www.encodeproject.org/files/ENCFF000IQP/@@download/ENCFF000IQP.bigWig	hg19	
ENCFF000IQS	bigWig	plus strand signal	ENCSR000CPN	RNA-seq	EFO:0003072	SK-N-SH	immortalized cell line	child	female	Homo sapiens	all-trans-retinoic acid						polyadenylated mRNA	rRNA	see document	see document		2011-10-17	ENCODE		see document	>200	4 year	2	1						888363153	Thomas Gingeras, CSHL	fdf1664d0e554bee241e27846d685573	https://www.encodeproject.org/files/ENCFF000IQS/@@download/ENCFF000IQS.bigWig	hg19	
ENCFF000IQX	gtf	transcript quantifications	ENCSR000CPN	RNA-seq	EFO:0003072	SK-N-SH	immortalized cell line	child	female	Homo sapiens	all-trans-retinoic acid						polyadenylated mRNA	rRNA	see document	see document		2011-10-17	ENCODE												19353320	Thomas Gingeras, CSHL	ea8c3da2eef928536ad9fab4101a4215	https://www.encodeproject.org/files/ENCFF000IQX/@@download/ENCFF000IQX.gtf.gz	hg19	
ENCFF000IQZ	gtf	transcript quantifications	ENCSR000CPN	RNA-seq	EFO:0003072	SK-N-SH	immortalized cell line	child	female	Homo sapiens	all-trans-retinoic acid						polyadenylated mRNA	rRNA	see document	see document		2011-10-17	ENCODE												2595655	Thomas Gingeras, CSHL	bcf4f9757bba4d4cbb9a19e72d38f75a	https://www.encodeproject.org/files/ENCFF000IQZ/@@download/ENCFF000IQZ.gtf.gz	hg19	
ENCFF000IRB	gtf	transcript quantifications	ENCSR000CPN	RNA-seq	EFO:0003072	SK-N-SH	immortalized cell line	child	female	Homo sapiens	all-trans-retinoic acid						polyadenylated mRNA	rRNA	see document	see document		2011-10-17	ENCODE												5333518	Thomas Gingeras, CSHL	d7d81dfe138e77b9b0b87b7575688391	https://www.encodeproject.org/files/ENCFF000IRB/@@download/ENCFF000IRB.gtf.gz	hg19	
ENCFF000HPZ	gtf	exon quantifications	ENCSR000CPT	RNA-seq	EFO:0001203	MCF-7	immortalized cell line	adult	female	Homo sapiens							polyadenylated mRNA	rRNA	see document	see document		2011-10-17	ENCODE												7642880	Thomas Gingeras, CSHL	55c5a342079624346af201425b3ccdf9	https://www.encodeproject.org/files/ENCFF000HPZ/@@download/ENCFF000HPZ.gtf.gz	hg19	
ENCFF000HQB	gtf	exon quantifications	ENCSR000CPT	RNA-seq	EFO:0001203	MCF-7	immortalized cell line	adult	female	Homo sapiens							polyadenylated mRNA	rRNA	see document	see document		2011-10-17	ENCODE												19598975	Thomas Gingeras, CSHL	87876ee9eef79b94531cc8c1b5bc0dd7	https://www.encodeproject.org/files/ENCFF000HQB/@@download/ENCFF000HQB.gtf.gz	hg19	
ENCFF000HQE	gtf	gene quantifications	ENCSR000CPT	RNA-seq	EFO:0001203	MCF-7	immortalized cell line	adult	female	Homo sapiens							polyadenylated mRNA	rRNA	see document	see document		2011-10-17	ENCODE												2107048	Thomas Gingeras, CSHL	931f65c019ee4819a46d3af87f550d3d	https://www.encodeproject.org/files/ENCFF000HQE/@@download/ENCFF000HQE.gtf.gz	hg19	
ENCFF000HQG	gtf	gene quantifications	ENCSR000CPT	RNA-seq	EFO:0001203	MCF-7	immortalized cell line	adult	female	Homo sapiens							polyadenylated mRNA	rRNA	see document	see document		2011-10-17	ENCODE												1818168	Thomas Gingeras, CSHL	92eaa0906d7c1cd96be445b45324ee05	https://www.encodeproject.org/files/ENCFF000HQG/@@download/ENCFF000HQG.gtf.gz	hg19	
ENCFF000HQI	gtf	gene quantifications	ENCSR000CPT	RNA-seq	EFO:0001203	MCF-7	immortalized cell line	adult	female	Homo sapiens							polyadenylated mRNA	rRNA	see document	see document		2011-10-17	ENCODE												2114149	Thomas Gingeras, CSHL	7b670e1bac5cb360dddba66fb3def263	https://www.encodeproject.org/files/ENCFF000HQI/@@download/ENCFF000HQI.gtf.gz	hg19	
ENCFF000HQL	bigWig	minus strand signal	ENCSR000CPT	RNA-seq	EFO:0001203	MCF-7	immortalized cell line	adult	female	Homo sapiens							polyadenylated mRNA	rRNA	see document	see document		2011-10-17	ENCODE		see document	>200	69 year	1	1						930515462	Thomas Gingeras, CSHL	ec7ccbe7d927788addecd9d1be55b750	https://www.encodeproject.org/files/ENCFF000HQL/@@download/ENCFF000HQL.bigWig	hg19	
ENCFF000HQM	bigWig	minus strand signal	ENCSR000CPT	RNA-seq	EFO:0001203	MCF-7	immortalized cell line	adult	female	Homo sapiens							polyadenylated mRNA	rRNA	see document	see document		2011-10-17	ENCODE		see document	>200	69 year	2	1						864331524	Thomas Gingeras, CSHL	198402c259773888370bd42341dab917	https://www.encodeproject.org/files/ENCFF000HQM/@@download/ENCFF000HQM.bigWig	hg19	
ENCFF000HQN	bigWig	plus strand signal	ENCSR000CPT	RNA-seq	EFO:0001203	MCF-7	immortalized cell line	adult	female	Homo sapiens							polyadenylated mRNA	rRNA	see document	see document		2011-10-17	ENCODE		see document	>200	69 year	1	1						973618636	Thomas Gingeras, CSHL	93b15cecd03b633c1460bd842384563d	https://www.encodeproject.org/files/ENCFF000HQN/@@download/ENCFF000HQN.bigWig	hg19	
ENCFF000HQO	bigWig	plus strand signal	ENCSR000CPT	RNA-seq	EFO:0001203	MCF-7	immortalized cell line	adult	female	Homo sapiens							polyadenylated mRNA	rRNA	see document	see document		2011-10-17	ENCODE		see document	>200	69 year	2	1						908566259	Thomas Gingeras, CSHL	2d6773c082d915cd2ef0da0b787c3127	https://www.encodeproject.org/files/ENCFF000HQO/@@download/ENCFF000HQO.bigWig	hg19	
ENCFF000HQX	gtf	transcript quantifications	ENCSR000CPT	RNA-seq	EFO:0001203	MCF-7	immortalized cell line	adult	female	Homo sapiens							polyadenylated mRNA	rRNA	see document	see document		2011-10-17	ENCODE												2306928	Thomas Gingeras, CSHL	ce80749c4bcdab456a7feade6a19d25e	https://www.encodeproject.org/files/ENCFF000HQX/@@download/ENCFF000HQX.gtf.gz	hg19	
ENCFF000HQZ	gtf	transcript quantifications	ENCSR000CPT	RNA-seq	EFO:0001203	MCF-7	immortalized cell line	adult	female	Homo sapiens							polyadenylated mRNA	rRNA	see document	see document		2011-10-17	ENCODE												5239556	Thomas Gingeras, CSHL	dff0e7daa3115b89d54456d1f975c53f	https://www.encodeproject.org/files/ENCFF000HQZ/@@download/ENCFF000HQZ.gtf.gz	hg19	
ENCFF000HRB	gtf	transcript quantifications	ENCSR000CPT	RNA-seq	EFO:0001203	MCF-7	immortalized cell line	adult	female	Homo sapiens							polyadenylated mRNA	rRNA	see document	see document		2011-10-17	ENCODE												19395876	Thomas Gingeras, CSHL	87a6d60a7d6244fe658d16d775a99f40	https://www.encodeproject.org/files/ENCFF000HRB/@@download/ENCFF000HRB.gtf.gz	hg19	
ENCFF000FPR	gtf	exon quantifications	ENCSR000CPP	RNA-seq	EFO:0002791	HeLa-S3	immortalized cell line	adult	female	Homo sapiens		cytosol					polyadenylated mRNA	rRNA	see document	see document		2011-10-17	ENCODE												5922612	Thomas Gingeras, CSHL	3b080972f3608d75cc06a5b187bfec84	https://www.encodeproject.org/files/ENCFF000FPR/@@download/ENCFF000FPR.gtf.gz	hg19	
ENCFF000FPT	gtf	exon quantifications	ENCSR000CPP	RNA-seq	EFO:0002791	HeLa-S3	immortalized cell line	adult	female	Homo sapiens		cytosol					polyadenylated mRNA	rRNA	see document	see document		2011-10-17	ENCODE												19251326	Thomas Gingeras, CSHL	838068301fe6bbd34cadb9419825d429	https://www.encodeproject.org/files/ENCFF000FPT/@@download/ENCFF000FPT.gtf.gz	hg19	
ENCFF000FPZ	gtf	gene quantifications	ENCSR000CPP	RNA-seq	EFO:0002791	HeLa-S3	immortalized cell line	adult	female	Homo sapiens		cytosol					polyadenylated mRNA	rRNA	see document	see document		2011-10-17	ENCODE												962002	Thomas Gingeras, CSHL	8ac19bfa98dabee3abfdc28219ea9d6c	https://www.encodeproject.org/files/ENCFF000FPZ/@@download/ENCFF000FPZ.gtf.gz	hg19	
ENCFF000FQB	gtf	gene quantifications	ENCSR000CPP	RNA-seq	EFO:0002791	HeLa-S3	immortalized cell line	adult	female	Homo sapiens		cytosol					polyadenylated mRNA	rRNA	see document	see document		2011-10-17	ENCODE												866617	Thomas Gingeras, CSHL	73622a7c5ce26c200200de1666ae0bd8	https://www.encodeproject.org/files/ENCFF000FQB/@@download/ENCFF000FQB.gtf.gz	hg19	
ENCFF000FQD	gtf	gene quantifications	ENCSR000CPP	RNA-seq	EFO:0002791	HeLa-S3	immortalized cell line	adult	female	Homo sapiens		cytosol					polyadenylated mRNA	rRNA	see document	see document		2011-10-17	ENCODE												2076884	Thomas Gingeras, CSHL	7e044ceffd725524ed8cb4bc46d55817	https://www.encodeproject.org/files/ENCFF000FQD/@@download/ENCFF000FQD.gtf.gz	hg19	
ENCFF000FQG	bigWig	minus strand signal	ENCSR000CPP	RNA-seq	EFO:0002791	HeLa-S3	immortalized cell line	adult	female	Homo sapiens		cytosol					polyadenylated mRNA	rRNA	see document	see document		2011-10-17	ENCODE		see document	>200	31 year	1	1						354342713	Thomas Gingeras, CSHL	245a245e27347eda4d51298f3d5736a0	https://www.encodeproject.org/files/ENCFF000FQG/@@download/ENCFF000FQG.bigWig	hg19	
ENCFF000FQH	bigWig	minus strand signal	ENCSR000CPP	RNA-seq	EFO:0002791	HeLa-S3	immortalized cell line	adult	female	Homo sapiens		cytosol					polyadenylated mRNA	rRNA	see document	see document		2011-10-17	ENCODE		see document	>200	31 year	2	1						257552600	Thomas Gingeras, CSHL	ed62d554f38137c4f5c2514a969ea549	https://www.encodeproject.org/files/ENCFF000FQH/@@download/ENCFF000FQH.bigWig	hg19	
ENCFF000FQI	bigWig	plus strand signal	ENCSR000CPP	RNA-seq	EFO:0002791	HeLa-S3	immortalized cell line	adult	female	Homo sapiens		cytosol					polyadenylated mRNA	rRNA	see document	see document		2011-10-17	ENCODE		see document	>200	31 year	1	1						364305519	Thomas Gingeras, CSHL	5f645c0f4a15472eb869054cdcf8f4ef	https://www.encodeproject.org/files/ENCFF000FQI/@@download/ENCFF000FQI.bigWig	hg19	
ENCFF000FQJ	bigWig	plus strand signal	ENCSR000CPP	RNA-seq	EFO:0002791	HeLa-S3	immortalized cell line	adult	female	Homo sapiens		cytosol					polyadenylated mRNA	rRNA	see document	see document		2011-10-17	ENCODE		see document	>200	31 year	2	1						262924621	Thomas Gingeras, CSHL	4bed223c95320b5be4bc44a2d45a8510	https://www.encodeproject.org/files/ENCFF000FQJ/@@download/ENCFF000FQJ.bigWig	hg19	
ENCFF000FQP	gtf	transcript quantifications	ENCSR000CPP	RNA-seq	EFO:0002791	HeLa-S3	immortalized cell line	adult	female	Homo sapiens		cytosol					polyadenylated mRNA	rRNA	see document	see document		2011-10-17	ENCODE												12593368	Thomas Gingeras, CSHL	5d78230cd8a5c3c2e511aa5e4e501207	https://www.encodeproject.org/files/ENCFF000FQP/@@download/ENCFF000FQP.gtf.gz	hg19	
ENCFF000FQR	gtf	transcript quantifications	ENCSR000CPP	RNA-seq	EFO:0002791	HeLa-S3	immortalized cell line	adult	female	Homo sapiens		cytosol					polyadenylated mRNA	rRNA	see document	see document		2011-10-17	ENCODE												1239417	Thomas Gingeras, CSHL	736f1477d866458d23037d6d2af6f34c	https://www.encodeproject.org/files/ENCFF000FQR/@@download/ENCFF000FQR.gtf.gz	hg19	
ENCFF000FQT	gtf	transcript quantifications	ENCSR000CPP	RNA-seq	EFO:0002791	HeLa-S3	immortalized cell line	adult	female	Homo sapiens		cytosol					polyadenylated mRNA	rRNA	see document	see document		2011-10-17	ENCODE												5124730	Thomas Gingeras, CSHL	659226bc25503c3eb558801b3067a08d	https://www.encodeproject.org/files/ENCFF000FQT/@@download/ENCFF000FQT.gtf.gz	hg19	
ENCFF000FSE	gtf	exon quantifications	ENCSR000CPQ	RNA-seq	EFO:0002791	HeLa-S3	immortalized cell line	adult	female	Homo sapiens		nucleus					polyadenylated mRNA	rRNA	see document	see document		2011-10-17	ENCODE												8347100	Thomas Gingeras, CSHL	46f4d8b2cd5cf47e975b31d3b37c33ae	https://www.encodeproject.org/files/ENCFF000FSE/@@download/ENCFF000FSE.gtf.gz	hg19	
ENCFF000FSH	gtf	exon quantifications	ENCSR000CPQ	RNA-seq	EFO:0002791	HeLa-S3	immortalized cell line	adult	female	Homo sapiens		nucleus					polyadenylated mRNA	rRNA	see document	see document		2011-10-17	ENCODE												19442910	Thomas Gingeras, CSHL	5622ca8772d4d7d44aa400f124758b50	https://www.encodeproject.org/files/ENCFF000FSH/@@download/ENCFF000FSH.gtf.gz	hg19	
ENCFF000FSL	gtf	gene quantifications	ENCSR000CPQ	RNA-seq	EFO:0002791	HeLa-S3	immortalized cell line	adult	female	Homo sapiens		nucleus					polyadenylated mRNA	rRNA	see document	see document		2011-10-17	ENCODE												3029175	Thomas Gingeras, CSHL	8f25334eede0a2c5f6cb39b7f4fc852f	https://www.encodeproject.org/files/ENCFF000FSL/@@download/ENCFF000FSL.gtf.gz	hg19	
ENCFF000FSN	gtf	gene quantifications	ENCSR000CPQ	RNA-seq	EFO:0002791	HeLa-S3	immortalized cell line	adult	female	Homo sapiens		nucleus					polyadenylated mRNA	rRNA	see document	see document		2011-10-17	ENCODE												3452922	Thomas Gingeras, CSHL	3551fb08c135486d5c6e7de069b50e04	https://www.encodeproject.org/files/ENCFF000FSN/@@download/ENCFF000FSN.gtf.gz	hg19	
ENCFF000FSP	gtf	gene quantifications	ENCSR000CPQ	RNA-seq	EFO:0002791	HeLa-S3	immortalized cell line	adult	female	Homo sapiens		nucleus					polyadenylated mRNA	rRNA	see document	see document		2011-10-17	ENCODE												2100651	Thomas Gingeras, CSHL	f91b8d10fab30779c4741d49ad0a51a1	https://www.encodeproject.org/files/ENCFF000FSP/@@download/ENCFF000FSP.gtf.gz	hg19	
ENCFF000FSS	bigWig	minus strand signal	ENCSR000CPQ	RNA-seq	EFO:0002791	HeLa-S3	immortalized cell line	adult	female	Homo sapiens		nucleus					polyadenylated mRNA	rRNA	see document	see document		2011-10-17	ENCODE		see document	>200	31 year	1	1						673454299	Thomas Gingeras, CSHL	faf56e77529e066c90f63e24f354ea42	https://www.encodeproject.org/files/ENCFF000FSS/@@download/ENCFF000FSS.bigWig	hg19	
ENCFF000FST	bigWig	minus strand signal	ENCSR000CPQ	RNA-seq	EFO:0002791	HeLa-S3	immortalized cell line	adult	female	Homo sapiens		nucleus					polyadenylated mRNA	rRNA	see document	see document		2011-10-17	ENCODE		see document	>200	31 year	2	1						889390032	Thomas Gingeras, CSHL	fd1205720c176b81f44f5ea1528acdec	https://www.encodeproject.org/files/ENCFF000FST/@@download/ENCFF000FST.bigWig	hg19	
ENCFF000FSV	bigWig	plus strand signal	ENCSR000CPQ	RNA-seq	EFO:0002791	HeLa-S3	immortalized cell line	adult	female	Homo sapiens		nucleus					polyadenylated mRNA	rRNA	see document	see document		2011-10-17	ENCODE		see document	>200	31 year	1	1						698407431	Thomas Gingeras, CSHL	557266b8180bd31244553c99b0465a06	https://www.encodeproject.org/files/ENCFF000FSV/@@download/ENCFF000FSV.bigWig	hg19	
ENCFF000FSW	bigWig	plus strand signal	ENCSR000CPQ	RNA-seq	EFO:0002791	HeLa-S3	immortalized cell line	adult	female	Homo sapiens		nucleus					polyadenylated mRNA	rRNA	see document	see document		2011-10-17	ENCODE		see document	>200	31 year	2	1						924531731	Thomas Gingeras, CSHL	bce19a1940459ae540e4477f3015e9ac	https://www.encodeproject.org/files/ENCFF000FSW/@@download/ENCFF000FSW.bigWig	hg19	
ENCFF000FTE	gtf	transcript quantifications	ENCSR000CPQ	RNA-seq	EFO:0002791	HeLa-S3	immortalized cell line	adult	female	Homo sapiens		nucleus					polyadenylated mRNA	rRNA	see document	see document		2011-10-17	ENCODE												3951469	Thomas Gingeras, CSHL	7c976b0b5fef6e9fbef25f912f6831e6	https://www.encodeproject.org/files/ENCFF000FTE/@@download/ENCFF000FTE.gtf.gz	hg19	
ENCFF000FTH	gtf	transcript quantifications	ENCSR000CPQ	RNA-seq	EFO:0002791	HeLa-S3	immortalized cell line	adult	female	Homo sapiens		nucleus					polyadenylated mRNA	rRNA	see document	see document		2011-10-17	ENCODE												5202749	Thomas Gingeras, CSHL	6b3fadce4b87a43c7eb4572dba74ef84	https://www.encodeproject.org/files/ENCFF000FTH/@@download/ENCFF000FTH.gtf.gz	hg19	
ENCFF000FTI	gtf	transcript quantifications	ENCSR000CPQ	RNA-seq	EFO:0002791	HeLa-S3	immortalized cell line	adult	female	Homo sapiens		nucleus					polyadenylated mRNA	rRNA	see document	see document		2011-10-17	ENCODE												21908997	Thomas Gingeras, CSHL	1f8cb9a1410c079ae671b13e58dad88c	https://www.encodeproject.org/files/ENCFF000FTI/@@download/ENCFF000FTI.gtf.gz	hg19	
ENCFF000EYM	gtf	exon quantifications	ENCSR000COR	RNA-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens		cytosol					polyadenylated mRNA	rRNA	see document	see document		2011-10-17	ENCODE												6375414	Thomas Gingeras, CSHL	e1e27a5447754251049d811838cbfb8f	https://www.encodeproject.org/files/ENCFF000EYM/@@download/ENCFF000EYM.gtf.gz	hg19	
ENCFF000EYO	gtf	exon quantifications	ENCSR000COR	RNA-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens		cytosol					polyadenylated mRNA	rRNA	see document	see document		2011-10-17	ENCODE												19411779	Thomas Gingeras, CSHL	7b7ad3f06e434958e7e63612d0c52f30	https://www.encodeproject.org/files/ENCFF000EYO/@@download/ENCFF000EYO.gtf.gz	hg19	
ENCFF000EYU	gtf	gene quantifications	ENCSR000COR	RNA-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens		cytosol					polyadenylated mRNA	rRNA	see document	see document		2011-10-17	ENCODE												1302435	Thomas Gingeras, CSHL	08bd6127085b77f8c91f36515ed024cd	https://www.encodeproject.org/files/ENCFF000EYU/@@download/ENCFF000EYU.gtf.gz	hg19	
ENCFF000EYW	gtf	gene quantifications	ENCSR000COR	RNA-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens		cytosol					polyadenylated mRNA	rRNA	see document	see document		2011-10-17	ENCODE												1181820	Thomas Gingeras, CSHL	aea173027ba9549476f0d68d7b699050	https://www.encodeproject.org/files/ENCFF000EYW/@@download/ENCFF000EYW.gtf.gz	hg19	
ENCFF000EYY	gtf	gene quantifications	ENCSR000COR	RNA-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens		cytosol					polyadenylated mRNA	rRNA	see document	see document		2011-10-17	ENCODE												2093777	Thomas Gingeras, CSHL	a1f08997dd55699ccd91a216a9a8602d	https://www.encodeproject.org/files/ENCFF000EYY/@@download/ENCFF000EYY.gtf.gz	hg19	
ENCFF000EZB	bigWig	minus strand signal	ENCSR000COR	RNA-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens		cytosol					polyadenylated mRNA	rRNA	see document	see document		2011-10-17	ENCODE		see document	>200		1	1						465729623	Thomas Gingeras, CSHL	49d31ed4be23c30264fdbbdcbc25f884	https://www.encodeproject.org/files/ENCFF000EZB/@@download/ENCFF000EZB.bigWig	hg19	
ENCFF000EZC	bigWig	minus strand signal	ENCSR000COR	RNA-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens		cytosol					polyadenylated mRNA	rRNA	see document	see document		2011-10-17	ENCODE		see document	>200		2	1						445642074	Thomas Gingeras, CSHL	1f90f73e1e748608ed25d4cba71800b2	https://www.encodeproject.org/files/ENCFF000EZC/@@download/ENCFF000EZC.bigWig	hg19	
ENCFF000EZD	bigWig	plus strand signal	ENCSR000COR	RNA-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens		cytosol					polyadenylated mRNA	rRNA	see document	see document		2011-10-17	ENCODE		see document	>200		1	1						479112089	Thomas Gingeras, CSHL	d1a4b6a52a61d2b38cecf77e30259fe9	https://www.encodeproject.org/files/ENCFF000EZD/@@download/ENCFF000EZD.bigWig	hg19	
ENCFF000EZE	bigWig	plus strand signal	ENCSR000COR	RNA-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens		cytosol					polyadenylated mRNA	rRNA	see document	see document		2011-10-17	ENCODE		see document	>200		2	1						458178540	Thomas Gingeras, CSHL	f100b30fde8819a023878d27bd4d7691	https://www.encodeproject.org/files/ENCFF000EZE/@@download/ENCFF000EZE.bigWig	hg19	
ENCFF000EZM	gtf	transcript quantifications	ENCSR000COR	RNA-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens		cytosol					polyadenylated mRNA	rRNA	see document	see document		2011-10-17	ENCODE												1601105	Thomas Gingeras, CSHL	ae6075ea0f0741467c1b698504d77962	https://www.encodeproject.org/files/ENCFF000EZM/@@download/ENCFF000EZM.gtf.gz	hg19	
ENCFF000EZO	gtf	transcript quantifications	ENCSR000COR	RNA-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens		cytosol					polyadenylated mRNA	rRNA	see document	see document		2011-10-17	ENCODE												14396669	Thomas Gingeras, CSHL	e9f2c427cd77637479dea7863ad57be5	https://www.encodeproject.org/files/ENCFF000EZO/@@download/ENCFF000EZO.gtf.gz	hg19	
ENCFF000EZP	gtf	transcript quantifications	ENCSR000COR	RNA-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens		cytosol					polyadenylated mRNA	rRNA	see document	see document		2011-10-17	ENCODE												5176238	Thomas Gingeras, CSHL	5ab9dadaad4224e4e450cbc41c42bc87	https://www.encodeproject.org/files/ENCFF000EZP/@@download/ENCFF000EZP.gtf.gz	hg19	
ENCFF000HEN	gtf	exon quantifications	ENCSR000CPH	RNA-seq	EFO:0002067	K562	immortalized cell line	adult	female	Homo sapiens							polyadenylated mRNA	rRNA	see document	see document		2011-10-17	ENCODE												7102229	Thomas Gingeras, CSHL	70ea3345eb938ae9bca7c07ef4e26933	https://www.encodeproject.org/files/ENCFF000HEN/@@download/ENCFF000HEN.gtf.gz	hg19	
ENCFF000HEP	gtf	exon quantifications	ENCSR000CPH	RNA-seq	EFO:0002067	K562	immortalized cell line	adult	female	Homo sapiens							polyadenylated mRNA	rRNA	see document	see document		2011-10-17	ENCODE												19286737	Thomas Gingeras, CSHL	effb8cccb0191ac7ee7d2aeee5d57bd3	https://www.encodeproject.org/files/ENCFF000HEP/@@download/ENCFF000HEP.gtf.gz	hg19	
