study_accession	sample_accession	experiment_accession	run_accession	tax_id	scientific_name	instrument_model	library_name	library_layout	library_source	experiment_title	experiment_alias	run_alias	fastq_ftp	submitted_ftp	submitted_format	sra_ftp	sample_alias	sample_title
PRJEB14054	SAMEA3855943	ERX1489054	ERR1418233	10090	Mus musculus	Illumina HiSeq 2000	13954940	PAIRED	GENOMIC	Illumina HiSeq 2000 paired end sequencing	SC_EXP_16557_4#6	SC_RUN_16557_4#6	ftp.sra.ebi.ac.uk/vol1/fastq/ERR141/003/ERR1418233/ERR1418233_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR141/003/ERR1418233/ERR1418233_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA625/ERA625265/cram/16557_4#6.cram	CRAM		41a55df0-ecc0-11e4-bfee-3c4a9275d6c6	41a55df0-ecc0-11e4-bfee-3c4a9275d6c6
PRJEB14054	SAMEA3855946	ERX1489055	ERR1418234	10090	Mus musculus	Illumina HiSeq 2000	13954881	PAIRED	GENOMIC	Illumina HiSeq 2000 paired end sequencing	SC_EXP_16557_4#9	SC_RUN_16557_4#9	ftp.sra.ebi.ac.uk/vol1/fastq/ERR141/004/ERR1418234/ERR1418234_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR141/004/ERR1418234/ERR1418234_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA625/ERA625265/cram/16557_4#9.cram	CRAM		41c011e0-ecc0-11e4-bfee-3c4a9275d6c6	41c011e0-ecc0-11e4-bfee-3c4a9275d6c6
PRJEB14054	SAMEA3855947	ERX1489056	ERR1418235	10090	Mus musculus	Illumina HiSeq 2000	13954893	PAIRED	GENOMIC	Illumina HiSeq 2000 paired end sequencing	SC_EXP_16557_4#10	SC_RUN_16557_4#10	ftp.sra.ebi.ac.uk/vol1/fastq/ERR141/005/ERR1418235/ERR1418235_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR141/005/ERR1418235/ERR1418235_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA625/ERA625265/cram/16557_4#10.cram	CRAM		41c6a190-ecc0-11e4-bfee-3c4a9275d6c6	41c6a190-ecc0-11e4-bfee-3c4a9275d6c6
PRJEB14054	SAMEA3993643	ERX1489060	ERR1418240	10090	Mus musculus	Illumina HiSeq 2000		SINGLE	GENOMIC	Illumina HiSeq 2000 sequencing	EXP_H3K27ac_NaiveB_Female_BL6_5565	RUN_H3K27ac_NaiveB_Female_BL6_5565	ftp.sra.ebi.ac.uk/vol1/fastq/ERR141/000/ERR1418240/ERR1418240.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA625/ERA625267/bam/H3K27ac_NaiveB_Female_BL6_5565.bam	BAM	ftp.sra.ebi.ac.uk/vol1/err/ERR141/000/ERR1418240	S00MDRH1_H3K27ac_BFB	S00MDRH1_H3K27ac_BFB
PRJEB14054	SAMEA3993642	ERX1489061	ERR1418241	10090	Mus musculus	Illumina HiSeq 2000		SINGLE	GENOMIC	Illumina HiSeq 2000 sequencing	EXP_H3K27ac_NaiveB_Male_BL6_5554	RUN_H3K27ac_NaiveB_Male_BL6_5554	ftp.sra.ebi.ac.uk/vol1/fastq/ERR141/001/ERR1418241/ERR1418241.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA625/ERA625267/bam/H3K27ac_NaiveB_Male_BL6_5554.bam	BAM	ftp.sra.ebi.ac.uk/vol1/err/ERR141/001/ERR1418241	S00MCTH1_H3K27ac_BMB	S00MCTH1_H3K27ac_BMB
PRJEB14054	SAMEA3993645	ERX1489062	ERR1418242	10090	Mus musculus	Illumina HiSeq 2000		SINGLE	GENOMIC	Illumina HiSeq 2000 sequencing	EXP_H3K27ac_NaiveT_Female_BL6_5571	RUN_H3K27ac_NaiveT_Female_BL6_5571	ftp.sra.ebi.ac.uk/vol1/fastq/ERR141/002/ERR1418242/ERR1418242.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA625/ERA625267/bam/H3K27ac_NaiveT_Female_BL6_5571.bam	BAM	ftp.sra.ebi.ac.uk/vol1/err/ERR141/002/ERR1418242	S00MKDH1_H3K27ac_BFT	S00MKDH1_H3K27ac_BFT
PRJEB14054	SAMEA3993644	ERX1489063	ERR1418243	10090	Mus musculus	Illumina HiSeq 2000		SINGLE	GENOMIC	Illumina HiSeq 2000 sequencing	EXP_H3K27ac_NaiveT_Male_BL6_5568	RUN_H3K27ac_NaiveT_Male_BL6_5568	ftp.sra.ebi.ac.uk/vol1/fastq/ERR141/003/ERR1418243/ERR1418243.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA625/ERA625267/bam/H3K27ac_NaiveT_Male_BL6_5568.bam	BAM	ftp.sra.ebi.ac.uk/vol1/err/ERR141/003/ERR1418243	S00MGLH1_H3K27ac_BMT	S00MGLH1_H3K27ac_BMT
PRJEB14054	SAMEA3993647	ERX1489064	ERR1418244	10090	Mus musculus	Illumina HiSeq 2000		SINGLE	GENOMIC	Illumina HiSeq 2000 sequencing	EXP_H3K27me3_NaiveB_Female_BL6_5573	RUN_H3K27me3_NaiveB_Female_BL6_5573	ftp.sra.ebi.ac.uk/vol1/fastq/ERR141/004/ERR1418244/ERR1418244.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA625/ERA625267/bam/H3K27me3_NaiveB_Female_BL6_5573.bam	BAM	ftp.sra.ebi.ac.uk/vol1/err/ERR141/004/ERR1418244	S00MN7H1_H3K27me3_BFB	S00MN7H1_H3K27me3_BFB
PRJEB14054	SAMEA3993646	ERX1489065	ERR1418245	10090	Mus musculus	Illumina HiSeq 2000		SINGLE	GENOMIC	Illumina HiSeq 2000 sequencing	EXP_H3K27me3_NaiveB_Male_BL6_5572	RUN_H3K27me3_NaiveB_Male_BL6_5572	ftp.sra.ebi.ac.uk/vol1/fastq/ERR141/005/ERR1418245/ERR1418245.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA625/ERA625267/bam/H3K27me3_NaiveB_Male_BL6_5572.bam	BAM	ftp.sra.ebi.ac.uk/vol1/err/ERR141/005/ERR1418245	S00MM9H1_H3K27me3_BMB	S00MM9H1_H3K27me3_BMB
PRJEB14054	SAMEA3993649	ERX1489066	ERR1418246	10090	Mus musculus	Illumina HiSeq 2000		SINGLE	GENOMIC	Illumina HiSeq 2000 sequencing	EXP_H3K27me3_NaiveT_Female_BL6_5579	RUN_H3K27me3_NaiveT_Female_BL6_5579	ftp.sra.ebi.ac.uk/vol1/fastq/ERR141/006/ERR1418246/ERR1418246.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA625/ERA625267/bam/H3K27me3_NaiveT_Female_BL6_5579.bam	BAM	ftp.sra.ebi.ac.uk/vol1/err/ERR141/006/ERR1418246	S00MYMH1_H3K27me3_BFT	S00MYMH1_H3K27me3_BFT
PRJEB14054	SAMEA3993648	ERX1489067	ERR1418247	10090	Mus musculus	Illumina HiSeq 2000		SINGLE	GENOMIC	Illumina HiSeq 2000 sequencing	EXP_H3K27me3_NaiveT_Male_BL6_5576	RUN_H3K27me3_NaiveT_Male_BL6_5576	ftp.sra.ebi.ac.uk/vol1/fastq/ERR141/007/ERR1418247/ERR1418247.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA625/ERA625267/bam/H3K27me3_NaiveT_Male_BL6_5576.bam	BAM	ftp.sra.ebi.ac.uk/vol1/err/ERR141/007/ERR1418247	S00MSYH1_H3K27me3_BMT	S00MSYH1_H3K27me3_BMT
PRJEB14054	SAMEA1971969	ERX284844	ERR311563	10090	Mus musculus	Illumina MiSeq	7067786	PAIRED	GENOMIC	Illumina MiSeq paired end sequencing	SC_EXP_9603_1#4	SC_RUN_9603_1#4	ftp.sra.ebi.ac.uk/vol1/fastq/ERR311/ERR311563/ERR311563_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR311/ERR311563/ERR311563_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA237/ERA237535/bam/9603_1#4.bam	BAM	ftp.sra.ebi.ac.uk/vol1/err/ERR311/ERR311563	D_B19-sc-2013-04-02T13:21:10Z-1605703	D_B19-sc-2013-04-02T13:21:10Z-1605703
PRJEB14054	SAMEA2060578	ERX284845	ERR311564	10090	Mus musculus	Illumina MiSeq	7067784	PAIRED	GENOMIC	Illumina MiSeq paired end sequencing	SC_EXP_9603_1#5	SC_RUN_9603_1#5	ftp.sra.ebi.ac.uk/vol1/fastq/ERR311/ERR311564/ERR311564_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR311/ERR311564/ERR311564_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA237/ERA237535/bam/9603_1#5.bam	BAM	ftp.sra.ebi.ac.uk/vol1/err/ERR311/ERR311564	D_B17-sc-2013-04-02T13:21:05Z-1605701	D_B17-sc-2013-04-02T13:21:05Z-1605701
PRJEB14054	SAMEA2046470	ERX284848	ERR311567	10090	Mus musculus	Illumina MiSeq	7067776	PAIRED	GENOMIC	Illumina MiSeq paired end sequencing	SC_EXP_9610_1#2	SC_RUN_9610_1#2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR311/ERR311567/ERR311567_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR311/ERR311567/ERR311567_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA237/ERA237535/bam/9610_1#2.bam	BAM	ftp.sra.ebi.ac.uk/vol1/err/ERR311/ERR311567	D_B1-sc-2013-01-14T12:46:14Z-1549084	D_B1-sc-2013-01-14T12:46:14Z-1549084
PRJEB14054	SAMEA2045321	ERX284849	ERR311568	10090	Mus musculus	Illumina MiSeq	7067778	PAIRED	GENOMIC	Illumina MiSeq paired end sequencing	SC_EXP_9610_1#4	SC_RUN_9610_1#4	ftp.sra.ebi.ac.uk/vol1/fastq/ERR311/ERR311568/ERR311568_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR311/ERR311568/ERR311568_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA237/ERA237535/bam/9610_1#4.bam	BAM	ftp.sra.ebi.ac.uk/vol1/err/ERR311/ERR311568	D_B5-sc-2013-01-14T12:46:21Z-1549088	D_B5-sc-2013-01-14T12:46:21Z-1549088
PRJEB14054	SAMEA2044889	ERX284850	ERR311569	10090	Mus musculus	Illumina MiSeq	7067780	PAIRED	GENOMIC	Illumina MiSeq paired end sequencing	SC_EXP_9610_1#5	SC_RUN_9610_1#5	ftp.sra.ebi.ac.uk/vol1/fastq/ERR311/ERR311569/ERR311569_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR311/ERR311569/ERR311569_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA237/ERA237535/bam/9610_1#5.bam	BAM	ftp.sra.ebi.ac.uk/vol1/err/ERR311/ERR311569	D_B9-sc-2013-01-14T12:46:26Z-1549092	D_B9-sc-2013-01-14T12:46:26Z-1549092
PRJEB14054	SAMEA2046473	ERX284851	ERR311570	10090	Mus musculus	Illumina MiSeq	7067782	PAIRED	GENOMIC	Illumina MiSeq paired end sequencing	SC_EXP_9610_1#6	SC_RUN_9610_1#6	ftp.sra.ebi.ac.uk/vol1/fastq/ERR311/ERR311570/ERR311570_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR311/ERR311570/ERR311570_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA237/ERA237535/bam/9610_1#6.bam	BAM	ftp.sra.ebi.ac.uk/vol1/err/ERR311/ERR311570	D_B13-sc-2013-01-14T12:46:30Z-1549096	D_B13-sc-2013-01-14T12:46:30Z-1549096
PRJEB14054	SAMEA2046470	ERX299892	ERR326792	10090	Mus musculus	Illumina HiSeq 2000	7211735	PAIRED	GENOMIC	Illumina HiSeq 2000 paired end sequencing	SC_EXP_9761_5#2	SC_RUN_9761_5#2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR326/ERR326792/ERR326792_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR326/ERR326792/ERR326792_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA246/ERA246553/bam/9761_5#2.bam	BAM	ftp.sra.ebi.ac.uk/vol1/err/ERR326/ERR326792	D_B1-sc-2013-01-14T12:46:14Z-1549084	D_B1-sc-2013-01-14T12:46:14Z-1549084
PRJEB14054	SAMEA2045321	ERX299893	ERR326793	10090	Mus musculus	Illumina HiSeq 2000	7211737	PAIRED	GENOMIC	Illumina HiSeq 2000 paired end sequencing	SC_EXP_9761_5#4	SC_RUN_9761_5#4	ftp.sra.ebi.ac.uk/vol1/fastq/ERR326/ERR326793/ERR326793_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR326/ERR326793/ERR326793_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA246/ERA246553/bam/9761_5#4.bam	BAM	ftp.sra.ebi.ac.uk/vol1/err/ERR326/ERR326793	D_B5-sc-2013-01-14T12:46:21Z-1549088	D_B5-sc-2013-01-14T12:46:21Z-1549088
PRJEB14054	SAMEA2044889	ERX299900	ERR326800	10090	Mus musculus	Illumina HiSeq 2000	7211743	PAIRED	GENOMIC	Illumina HiSeq 2000 paired end sequencing	SC_EXP_9761_7#5	SC_RUN_9761_7#5	ftp.sra.ebi.ac.uk/vol1/fastq/ERR326/ERR326800/ERR326800_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR326/ERR326800/ERR326800_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA246/ERA246553/bam/9761_7#5.bam	BAM	ftp.sra.ebi.ac.uk/vol1/err/ERR326/ERR326800	D_B9-sc-2013-01-14T12:46:26Z-1549092	D_B9-sc-2013-01-14T12:46:26Z-1549092
PRJEB14054	SAMEA2046473	ERX299901	ERR326801	10090	Mus musculus	Illumina HiSeq 2000	7211745	PAIRED	GENOMIC	Illumina HiSeq 2000 paired end sequencing	SC_EXP_9761_7#6	SC_RUN_9761_7#6	ftp.sra.ebi.ac.uk/vol1/fastq/ERR326/ERR326801/ERR326801_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR326/ERR326801/ERR326801_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA246/ERA246553/bam/9761_7#6.bam	BAM	ftp.sra.ebi.ac.uk/vol1/err/ERR326/ERR326801	D_B13-sc-2013-01-14T12:46:30Z-1549096	D_B13-sc-2013-01-14T12:46:30Z-1549096
PRJEB14054	SAMEA2046470	ERX299905	ERR326805	10090	Mus musculus	Illumina HiSeq 2000	7211735	PAIRED	GENOMIC	Illumina HiSeq 2000 paired end sequencing	SC_EXP_9778_1#2	SC_RUN_9778_1#2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR326/ERR326805/ERR326805_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR326/ERR326805/ERR326805_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA246/ERA246553/bam/9778_1#2.bam	BAM	ftp.sra.ebi.ac.uk/vol1/err/ERR326/ERR326805	D_B1-sc-2013-01-14T12:46:14Z-1549084	D_B1-sc-2013-01-14T12:46:14Z-1549084
PRJEB14054	SAMEA2045321	ERX299906	ERR326806	10090	Mus musculus	Illumina HiSeq 2000	7211737	PAIRED	GENOMIC	Illumina HiSeq 2000 paired end sequencing	SC_EXP_9778_1#4	SC_RUN_9778_1#4	ftp.sra.ebi.ac.uk/vol1/fastq/ERR326/ERR326806/ERR326806_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR326/ERR326806/ERR326806_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA246/ERA246553/bam/9778_1#4.bam	BAM	ftp.sra.ebi.ac.uk/vol1/err/ERR326/ERR326806	D_B5-sc-2013-01-14T12:46:21Z-1549088	D_B5-sc-2013-01-14T12:46:21Z-1549088
PRJEB14054	SAMEA2046470	ERX299909	ERR326809	10090	Mus musculus	Illumina HiSeq 2000	7211735	PAIRED	GENOMIC	Illumina HiSeq 2000 paired end sequencing	SC_EXP_9778_2#2	SC_RUN_9778_2#2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR326/ERR326809/ERR326809_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR326/ERR326809/ERR326809_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA246/ERA246553/bam/9778_2#2.bam	BAM	ftp.sra.ebi.ac.uk/vol1/err/ERR326/ERR326809	D_B1-sc-2013-01-14T12:46:14Z-1549084	D_B1-sc-2013-01-14T12:46:14Z-1549084
PRJEB14054	SAMEA2045321	ERX299910	ERR326810	10090	Mus musculus	Illumina HiSeq 2000	7211737	PAIRED	GENOMIC	Illumina HiSeq 2000 paired end sequencing	SC_EXP_9778_2#4	SC_RUN_9778_2#4	ftp.sra.ebi.ac.uk/vol1/fastq/ERR326/ERR326810/ERR326810_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR326/ERR326810/ERR326810_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA246/ERA246553/bam/9778_2#4.bam	BAM	ftp.sra.ebi.ac.uk/vol1/err/ERR326/ERR326810	D_B5-sc-2013-01-14T12:46:21Z-1549088	D_B5-sc-2013-01-14T12:46:21Z-1549088
PRJEB14054	SAMEA2046470	ERX299913	ERR326813	10090	Mus musculus	Illumina HiSeq 2000	7211735	PAIRED	GENOMIC	Illumina HiSeq 2000 paired end sequencing	SC_EXP_9778_3#2	SC_RUN_9778_3#2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR326/ERR326813/ERR326813_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR326/ERR326813/ERR326813_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA246/ERA246553/bam/9778_3#2.bam	BAM	ftp.sra.ebi.ac.uk/vol1/err/ERR326/ERR326813	D_B1-sc-2013-01-14T12:46:14Z-1549084	D_B1-sc-2013-01-14T12:46:14Z-1549084
PRJEB14054	SAMEA2045321	ERX299914	ERR326814	10090	Mus musculus	Illumina HiSeq 2000	7211737	PAIRED	GENOMIC	Illumina HiSeq 2000 paired end sequencing	SC_EXP_9778_3#4	SC_RUN_9778_3#4	ftp.sra.ebi.ac.uk/vol1/fastq/ERR326/ERR326814/ERR326814_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR326/ERR326814/ERR326814_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA246/ERA246553/bam/9778_3#4.bam	BAM	ftp.sra.ebi.ac.uk/vol1/err/ERR326/ERR326814	D_B5-sc-2013-01-14T12:46:21Z-1549088	D_B5-sc-2013-01-14T12:46:21Z-1549088
PRJEB14054	SAMEA2044889	ERX299929	ERR326829	10090	Mus musculus	Illumina HiSeq 2000	7211743	PAIRED	GENOMIC	Illumina HiSeq 2000 paired end sequencing	SC_EXP_9778_7#5	SC_RUN_9778_7#5	ftp.sra.ebi.ac.uk/vol1/fastq/ERR326/ERR326829/ERR326829_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR326/ERR326829/ERR326829_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA246/ERA246553/bam/9778_7#5.bam	BAM	ftp.sra.ebi.ac.uk/vol1/err/ERR326/ERR326829	D_B9-sc-2013-01-14T12:46:26Z-1549092	D_B9-sc-2013-01-14T12:46:26Z-1549092
PRJEB14054	SAMEA2046473	ERX299930	ERR326830	10090	Mus musculus	Illumina HiSeq 2000	7211745	PAIRED	GENOMIC	Illumina HiSeq 2000 paired end sequencing	SC_EXP_9778_7#6	SC_RUN_9778_7#6	ftp.sra.ebi.ac.uk/vol1/fastq/ERR326/ERR326830/ERR326830_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR326/ERR326830/ERR326830_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA246/ERA246553/bam/9778_7#6.bam	BAM	ftp.sra.ebi.ac.uk/vol1/err/ERR326/ERR326830	D_B13-sc-2013-01-14T12:46:30Z-1549096	D_B13-sc-2013-01-14T12:46:30Z-1549096
PRJEB14054	SAMEA2044889	ERX299933	ERR326833	10090	Mus musculus	Illumina HiSeq 2000	7211743	PAIRED	GENOMIC	Illumina HiSeq 2000 paired end sequencing	SC_EXP_9778_8#5	SC_RUN_9778_8#5	ftp.sra.ebi.ac.uk/vol1/fastq/ERR326/ERR326833/ERR326833_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR326/ERR326833/ERR326833_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA246/ERA246553/bam/9778_8#5.bam	BAM	ftp.sra.ebi.ac.uk/vol1/err/ERR326/ERR326833	D_B9-sc-2013-01-14T12:46:26Z-1549092	D_B9-sc-2013-01-14T12:46:26Z-1549092
PRJEB14054	SAMEA2046473	ERX299934	ERR326834	10090	Mus musculus	Illumina HiSeq 2000	7211745	PAIRED	GENOMIC	Illumina HiSeq 2000 paired end sequencing	SC_EXP_9778_8#6	SC_RUN_9778_8#6	ftp.sra.ebi.ac.uk/vol1/fastq/ERR326/ERR326834/ERR326834_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR326/ERR326834/ERR326834_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA246/ERA246553/bam/9778_8#6.bam	BAM	ftp.sra.ebi.ac.uk/vol1/err/ERR326/ERR326834	D_B13-sc-2013-01-14T12:46:30Z-1549096	D_B13-sc-2013-01-14T12:46:30Z-1549096
PRJEB14054	SAMEA2044889	ERX304408	ERR331479	10090	Mus musculus	Illumina HiSeq 2000	7211743	PAIRED	GENOMIC	Illumina HiSeq 2000 paired end sequencing	SC_EXP_9799_2#5	SC_RUN_9799_2#5	ftp.sra.ebi.ac.uk/vol1/fastq/ERR331/ERR331479/ERR331479_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR331/ERR331479/ERR331479_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA247/ERA247608/bam/9799_2#5.bam	BAM	ftp.sra.ebi.ac.uk/vol1/err/ERR331/ERR331479	D_B9-sc-2013-01-14T12:46:26Z-1549092	D_B9-sc-2013-01-14T12:46:26Z-1549092
PRJEB14054	SAMEA2046473	ERX304409	ERR331480	10090	Mus musculus	Illumina HiSeq 2000	7211745	PAIRED	GENOMIC	Illumina HiSeq 2000 paired end sequencing	SC_EXP_9799_2#6	SC_RUN_9799_2#6	ftp.sra.ebi.ac.uk/vol1/fastq/ERR331/ERR331480/ERR331480_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR331/ERR331480/ERR331480_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA247/ERA247608/bam/9799_2#6.bam	BAM	ftp.sra.ebi.ac.uk/vol1/err/ERR331/ERR331480	D_B13-sc-2013-01-14T12:46:30Z-1549096	D_B13-sc-2013-01-14T12:46:30Z-1549096
PRJEB14054	SAMEA1971969	ERX304424	ERR331495	10090	Mus musculus	Illumina HiSeq 2000	7211850	PAIRED	GENOMIC	Illumina HiSeq 2000 paired end sequencing	SC_EXP_9799_6#4	SC_RUN_9799_6#4	ftp.sra.ebi.ac.uk/vol1/fastq/ERR331/ERR331495/ERR331495_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR331/ERR331495/ERR331495_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA247/ERA247608/bam/9799_6#4.bam	BAM	ftp.sra.ebi.ac.uk/vol1/err/ERR331/ERR331495	D_B19-sc-2013-04-02T13:21:10Z-1605703	D_B19-sc-2013-04-02T13:21:10Z-1605703
PRJEB14054	SAMEA2060578	ERX304425	ERR331496	10090	Mus musculus	Illumina HiSeq 2000	7211848	PAIRED	GENOMIC	Illumina HiSeq 2000 paired end sequencing	SC_EXP_9799_6#5	SC_RUN_9799_6#5	ftp.sra.ebi.ac.uk/vol1/fastq/ERR331/ERR331496/ERR331496_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR331/ERR331496/ERR331496_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA247/ERA247608/bam/9799_6#5.bam	BAM	ftp.sra.ebi.ac.uk/vol1/err/ERR331/ERR331496	D_B17-sc-2013-04-02T13:21:05Z-1605701	D_B17-sc-2013-04-02T13:21:05Z-1605701
PRJEB14054	SAMEA1971969	ERX304428	ERR331499	10090	Mus musculus	Illumina HiSeq 2000	7211850	PAIRED	GENOMIC	Illumina HiSeq 2000 paired end sequencing	SC_EXP_9817_1#4	SC_RUN_9817_1#4	ftp.sra.ebi.ac.uk/vol1/fastq/ERR331/ERR331499/ERR331499_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR331/ERR331499/ERR331499_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA247/ERA247608/bam/9817_1#4.bam	BAM	ftp.sra.ebi.ac.uk/vol1/err/ERR331/ERR331499	D_B19-sc-2013-04-02T13:21:10Z-1605703	D_B19-sc-2013-04-02T13:21:10Z-1605703
PRJEB14054	SAMEA2060578	ERX304429	ERR331500	10090	Mus musculus	Illumina HiSeq 2000	7211848	PAIRED	GENOMIC	Illumina HiSeq 2000 paired end sequencing	SC_EXP_9817_1#5	SC_RUN_9817_1#5	ftp.sra.ebi.ac.uk/vol1/fastq/ERR331/ERR331500/ERR331500_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR331/ERR331500/ERR331500_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA247/ERA247608/bam/9817_1#5.bam	BAM	ftp.sra.ebi.ac.uk/vol1/err/ERR331/ERR331500	D_B17-sc-2013-04-02T13:21:05Z-1605701	D_B17-sc-2013-04-02T13:21:05Z-1605701
PRJEB14054	SAMEA1971969	ERX304432	ERR331503	10090	Mus musculus	Illumina HiSeq 2000	7211850	PAIRED	GENOMIC	Illumina HiSeq 2000 paired end sequencing	SC_EXP_9817_2#4	SC_RUN_9817_2#4	ftp.sra.ebi.ac.uk/vol1/fastq/ERR331/ERR331503/ERR331503_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR331/ERR331503/ERR331503_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA247/ERA247608/bam/9817_2#4.bam	BAM	ftp.sra.ebi.ac.uk/vol1/err/ERR331/ERR331503	D_B19-sc-2013-04-02T13:21:10Z-1605703	D_B19-sc-2013-04-02T13:21:10Z-1605703
PRJEB14054	SAMEA2060578	ERX304433	ERR331504	10090	Mus musculus	Illumina HiSeq 2000	7211848	PAIRED	GENOMIC	Illumina HiSeq 2000 paired end sequencing	SC_EXP_9817_2#5	SC_RUN_9817_2#5	ftp.sra.ebi.ac.uk/vol1/fastq/ERR331/ERR331504/ERR331504_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR331/ERR331504/ERR331504_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA247/ERA247608/bam/9817_2#5.bam	BAM	ftp.sra.ebi.ac.uk/vol1/err/ERR331/ERR331504	D_B17-sc-2013-04-02T13:21:05Z-1605701	D_B17-sc-2013-04-02T13:21:05Z-1605701
